User ID,Word,generic_outcome,exception_outcome,p_generic_outcome,p_exception_outcome,p_joint_outcome,id,nl_sentence,generic_context,exception_context,feedback,nl_sentence_masked
6CWGWGGFQQZA,beard,short,uncut,2.569686435163021,0.0005411705387814436,0.0013906385926165392,475,The beard is [trimmed/bushy].,trimmed,bushy,,The beard is [MASK].
FWD4Z73KK6F6,hair,long,short,3.815249726176262,3.109253942966461,11.862580254515256,3543,Martin had decided to with a [wild/trimmed] hair style this year.,wild,trimmed,,Martin had decided to with a [MASK] hair style this year.
FWD4Z73KK6F6,turf,grass,dirt,8.687220513820646,0.07169654127210379,0.6228436641090086,8400,The football game field was held on a [natural/soil] field.,natural,soil,,The football game field was held on a [MASK] field.
FWD4Z73KK6F6,beer,sweet,bitter,2.754221297800541,0.8709772489964962,2.398864089085875,517,The beer left a [tangy/sour] taste in Doug's mouth.,tangy,sour,,The beer left a [MASK] taste in Doug's mouth.
FWD4Z73KK6F6,bowling ball,used,shiny,2.708298154175281,0.010045005910797043,0.02720487096689142,797,The bowling ball was [scratched/glistening].,scratched,glistening,,The bowling ball was [MASK].
FWD4Z73KK6F6,music box,open,closed,9.192901849746702,7.568216323852539,69.57386984282721,5041,The boy kept the music box [ajar/shut] when he wasn't playing with it.,ajar,shut,,The boy kept the music box [MASK] when he wasn't playing with it.
9KNVR6X2DWC4,counter,closed,ready,3.3224619925022125,0.12569832615554333,0.41762791117293946,2006,The counter is [down/open] this weekend.,down,open,,The counter is [MASK] this weekend.
QHKQ32WVQEGN,soup,cold,hot,11.802538484334946,10.757848620414734,126.9699223510945,7307,She removed the soup from the [freezer/stove].,freezer,stove,,She removed the soup from the [MASK].
FWD4Z73KK6F6,fruitcake,edible,unpalatable,3.0191797763109207,0.018974347040057186,0.05728696485204564,3086,The mom determined that the four day old fruitcake was [good/rotten].,good,rotten,,The mom determined that the four day old fruitcake was [MASK].
FWD4Z73KK6F6,mussel,edible,inedible,14.744839072227476,0.0019540124412742443,0.028811598991719083,5048,The chef told everyone that the mussel was [safe/toxic].,safe,toxic,,The chef told everyone that the mussel was [MASK].
FWD4Z73KK6F6,papaya,sweet,rotten,3.2075397670269012,0.0270259304670617,0.0866867467140043,5373,The man said that the papaya from Egypt tasted [sugary/spoiled].,sugary,spoiled,,The man said that the papaya from Egypt tasted [MASK].
FWD4Z73KK6F6,barrel,empty,overflowing,4.632568731904031,0.005495571895153262,0.02545861452541757,362,The water barrel is [hollow/full].,hollow,full,,The water barrel is [MASK].
HKXM7AJCMHJQ,crown,silver,ivory,4.181953892111778,0.2121537458151579,0.8872171830377924,2122,Beth noticed the crown was [shinny/white].,shinny,white,,Beth noticed the crown was [MASK].
TRZKH4HK4646,ice,solid,cracking,2.279872260987758,0.9330363012850283,2.1272035817943533,3942,A [bicycle/truck] slid onto the ice.,bicycle,truck,,A [MASK] slid onto the ice.
HKXM7AJCMHJQ,coat,grey,pink,4.739629477262497,0.2874681260436773,1.3624924039700237,1701,Fran noticed the color of the coast was [light/bright].,light,bright,,Fran noticed the color of the coast was [MASK].
EZCVAWE2HAMP,hot tub,hot,cold,6.5483324229717255,1.5420902520418167,10.098119596594067,3871,Jenny entered the tub that is [steamy/frigid].,steamy,frigid,,Jenny entered the tub that is [MASK].
FWD4Z73KK6F6,soy sauce,sweet,bitter,3.275630623102188,0.5041457246989012,1.6513951743297657,7320,The child said that the soy sauce was [sugary/sour].,sugary,sour,,The child said that the soy sauce was [MASK].
FWD4Z73KK6F6,honey,sweet,sour,14.491377770900725,0.037445369525812566,0.5426349955695237,3786,The man said that the honey tasted like raw [sugar/lemon].,sugar,lemon,,The man said that the honey tasted like raw [MASK].
FWD4Z73KK6F6,barrel,empty,stuffed,4.632568731904031,0.0017888403817778453,0.008286926018991315,362,Mary pointed at the [hollow/overflowing] barrel.,hollow,overflowing,,Mary pointed at the [MASK] barrel.
FWD4Z73KK6F6,mulch,acidic,basic,3.922046720981598,0.007877388998167591,0.03089548769015972,5017,The mulch pile had a [low/high] PH value.,low,high,,The mulch pile had a [MASK] PH value.
FXAG33X37DRG,pill,safe,dangerous,3.0589815229177475,0.17570550553500652,0.5374798949065069,5668,The physician knows that the pill is [legal/regulated].,legal,regulated,,The physician knows that the pill is [MASK].
FWD4Z73KK6F6,potato,edible,rotten,5.395612120628357,0.06270684534683824,0.3383418147997683,5961,Glen said that the potato was [good/green].,good,green,,Glen said that the potato was [MASK].
FWD4Z73KK6F6,bumper,missing,there,5.82842193543911,0.06182544748298824,0.3603447942781873,1009,Tom pointed at the bumper and said that it was [gone/here].,gone,here,,Tom pointed at the bumper and said that it was [MASK].
9KNVR6X2DWC4,rhubarb,smooth,scratchy,2.5185585021972656,0.008294590224977583,0.020890410733359618,6322,Carol's garden yielded [soft/rough] rhubarb this year.,soft,rough,,Carol's garden yielded [MASK] rhubarb this year.
9KNVR6X2DWC4,exerciser,blind,seeing,2.74921040982008,0.0005484005669131875,0.0015076685473089685,2647,Carmen noticed the exerciser had [shaded/prescription] glasses.,shaded,prescription,,Carmen noticed the exerciser had [MASK] glasses.
FWD4Z73KK6F6,butterfly,migratory,immobile,7.82969519495964,0.007121716771507636,0.05576087158573681,1056,The scared butterly was [flying/frozen] in fear.,flying,frozen,,The scared butterly was [MASK] in fear.
FWD4Z73KK6F6,bookshelf,empty,stuffed,8.682960271835327,0.060212938115000725,0.5228265495030304,731,The librarian glanced at the [barren/overflowing] bookshelf.,barren,overflowing,,The librarian glanced at the [MASK] bookshelf.
3MMFR6RXMZM2,space shuttle,destroyed,operational,28.82986068725586,0.13401914620772004,3.8637533145935428,7324,The spaceship is [scattered/flying] over the ground.,scattered,flying,,The spaceship is [MASK] over the ground.
PTQGWRFHYJTJ,telescope,functional,broken,2.448623068630696,0.2880602842196822,0.7053510570966287,7937,The telescope was [working/shattered].,working,shattered,,The telescope was [MASK].
FWD4Z73KK6F6,cigarette,smoking,empty,4.722363501787187,2.998458221554756,14.159809667103898,1583,Paul kept the [flaming/unlit] cigarette in his mouth.,flaming,unlit,,Paul kept the [MASK] cigarette in his mouth.
FWD4Z73KK6F6,parsley,sweet,nonsweet,2.9145196080207825,0.015911470109131187,0.04637429162549943,5433,The boy told his mother that the parsley tasted like [sugar/lemon].,sugar,lemon,,The boy told his mother that the parsley tasted like [MASK].
FWD4Z73KK6F6,wine cooler,open,shut,13.898472487926485,0.10435327421873808,1.450351110754179,8870,The teenager swiped a wine cooler that [ajar/sealed].,ajar,sealed,,The teenager swiped a wine cooler that [MASK].
FWD4Z73KK6F6,shutter,closed,ajar,35.57994961738587,0.00434324101661332,0.15453229654726572,6977,The man left the shuttered for the camera [shut/open].,shut,open,,The man left the shuttered for the camera [MASK].
TRZKH4HK4646,chocolate,good,bad,2.75345016270876,0.3786017186939716,1.0424609639397322,1551,The chocolate had been left in the [fridge/sun] for weeks.,fridge,sun,,The chocolate had been left in the [MASK] for weeks.
FWD4Z73KK6F6,honey,sweet,spoiled,14.491377770900725,0.012388944742269814,0.1795328784430462,3786,The beekeeper said that the honey tastes [sugary/rotten].,sugary,rotten,,The beekeeper said that the honey tastes [MASK].
PTQGWRFHYJTJ,bok choy,nearby,distant,3.502403199672699,0.02370870643062517,0.08303744926272229,681,The bok choy is in [this/another] country.,this,another,,The bok choy is in [MASK] country.
FWD4Z73KK6F6,acorn,edible,spoiled,7.026652246713637,0.0017311767805949785,0.012164377214826187,17,The park ranger told the group that this acorn was [safe/rotten].,safe,rotten,,The park ranger told the group that this acorn was [MASK].
FWD4Z73KK6F6,garlic,strong,weak,5.115281417965888,0.34340701531618834,1.7566235242460253,3154,The garlic on Paul's breath was [overpowering/mild].,overpowering,mild,,The garlic on Paul's breath was [MASK].
FWD4Z73KK6F6,rocket,empty,full,2.75554358959198,0.08125815074890852,0.2239103763982536,6399,Mike saw that the rocket was [barren/overflowing].,barren,overflowing,,Mike saw that the rocket was [MASK].
FWD4Z73KK6F6,brooch,missing,here,3.434702381491661,0.012812201748602092,0.04400609985807523,908,Mike said that the brooch was [stolen/safe].,stolen,safe,,Mike said that the brooch was [MASK].
FWD4Z73KK6F6,milk,cold,warm,10.117663443088533,2.155173569917679,21.805320841866713,4835,The milk felt [freezing/hot].,freezing,hot,,The milk felt [MASK].
3MMFR6RXMZM2,pomegranate,edible,rotten,37.866035103797905,0.0206262557185255,0.7810345230975988,5912,The pomegranate was dripping with [juice/fungus].,juice,fungus,,The pomegranate was dripping with [MASK].
FWD4Z73KK6F6,generator,operational,broken,6.060488522052765,0.8355684578418732,5.063953048140002,3228,The mechanic looked at the generator and said it was [fine/unrepairable].,fine,unrepairable,,The mechanic looked at the generator and said it was [MASK].
FWD4Z73KK6F6,game,free,overpriced,7.047668099403381,0.016447486996185038,0.11591642941836525,3126,The man told his son that the game was [costless/expensive].,costless,expensive,,The man told his son that the game was [MASK].
FWD4Z73KK6F6,sorbet,edible,spoiled,3.9164911955595016,0.012913036334794016,0.0505737931131607,7298,Mary said that the sorbet tasted [yummy/expired].,yummy,expired,,Mary said that the sorbet tasted [MASK].
FWD4Z73KK6F6,mantle,smooth,pointed,4.63949590921402,0.04640500119421631,0.21529581320763827,4692,Mary rubbed her hand along the [even/rough] mantle surface.,even,rough,,Mary rubbed her hand along the [MASK] mantle surface.
FWD4Z73KK6F6,torso,naked,hidden,4.448029771447182,0.10048699332401156,0.4469691379484176,8165,Matt was not comfortable being the only one [nude/covered] in the room.,nude,covered,,Matt was not comfortable being the only one [MASK] in the room.
FWD4Z73KK6F6,pill,safe,untested,3.0589815229177475,0.0020047164071002052,0.00613239044800958,5668,The mother told her son that the pill was  [healthy/unapproved].,healthy,unapproved,,The mother told her son that the pill was  [MASK].
FWD4Z73KK6F6,whistle,sounding,broken,4.515758156776427,2.4657271802425385,11.134627626565585,8804,The man said that the whistle was [shrill/inaudible].,shrill,inaudible,,The man said that the whistle was [MASK].
HKXM7AJCMHJQ,drum,wooden,plastic,3.8367420434951782,0.11754970764741304,0.4510079055313962,2473,Dan felt the drum was [hard/durable].,hard,durable,,Dan felt the drum was [MASK].
XH7FWCGRRXDJ,screen,dark,lit,2.446872368454933,0.2225882839411497,0.5446451215174002,6726,John saw the movie on the screen had [ended/started].,ended,started,,John saw the movie on the screen had [MASK].
FWD4Z73KK6F6,couch,comfortable,uncomfortable,4.433013126254083,1.7784349620342257,7.883825530886903,1994,Julie said that the couch was [relaxing/lumpy].,relaxing,lumpy,,Julie said that the couch was [MASK].
FWD4Z73KK6F6,pizza,good,bad,8.72318297624588,0.6221030838787556,5.426719030761223,5750,The boy exclaimed that the pizza was [delicious/terrible].,delicious,terrible,,The boy exclaimed that the pizza was [MASK].
FWD4Z73KK6F6,desk,clean,messy,3.407924994826317,0.07804302731528877,0.2659647834596856,2255,Mary said that her desk looked [neat/cluttered].,neat,cluttered,,Mary said that her desk looked [MASK].
FWD4Z73KK6F6,turf,grass,mud,8.687220513820646,0.005041828990215436,0.04379948023097517,8400,The playing field of the football game was [natural/swampy].,natural,swampy,,The playing field of the football game was [MASK].
9KNVR6X2DWC4,dish,sweet,sour,2.9086494818329816,0.048852525651454926,0.1420948734223368,2297,The dish Anne prepared for her guests made them [smile/pucker] after eating it.,smile,pucker,,The dish Anne prepared for her guests made them [MASK] after eating it.
FWD4Z73KK6F6,skin,smooth,prickly,24.869875609874725,0.0004991984951630002,0.012415004479340463,7061,The lotion caused Taryn's skin to feel [soft/rough] after using it.,soft,rough,,The lotion caused Taryn's skin to feel [MASK] after using it.
9KNVR6X2DWC4,teepee,empty,full,15.272949635982512,2.296714298427105,35.077601808118075,7922,The teepee Chris set up [spacious/packed].,spacious,packed,,The teepee Chris set up [MASK].
FWD4Z73KK6F6,chocolate,hot,chilled,5.030150711536408,0.06425055325962603,0.32318996619551577,1556,The chocolate bar was [melting/frozen].,melting,frozen,,The chocolate bar was [MASK].
3MMFR6RXMZM2,towel rack,empty,loaded,39.08245861530304,0.14048172160983086,5.4903710710227385,8210,The towel rack was [devoid/full] of towels.,devoid,full,,The towel rack was [MASK] of towels.
FWD4Z73KK6F6,roller coaster,closed,open,19.294698536396027,3.5552967339754105,68.59837868948892,6429,The gate for the roller coaster was [locked/unlocked].,locked,unlocked,,The gate for the roller coaster was [MASK].
QHKQ32WVQEGN,nose,short,long,5.771750584244728,2.316296473145485,13.369085522161456,5162,The dog's nose is [small/large].,small,large,,The dog's nose is [MASK].
FWD4Z73KK6F6,hairnet,new,old,2.2717654705047607,0.6454199086874723,1.466242662532535,3554,The hairnet packaging was [sealed/opened].,sealed,opened,,The hairnet packaging was [MASK].
FWD4Z73KK6F6,wind chimes,silent,sounding,4.635578393936157,0.29100202955305576,1.3489627207877164,8825,The neighbor said that the wind chimes were [unheard/loud].,unheard,loud,,The neighbor said that the wind chimes were [MASK].
FWD4Z73KK6F6,donkey,dead,running,12.101701647043226,0.05176396225579083,0.6264320272883873,2366,The boy pointed out the donkey [decaying/skipping] in the meadow.,decaying,skipping,,The boy pointed out the donkey [MASK] in the meadow.
FXAG33X37DRG,milk,cold,hot,10.117663443088533,2.537502534687519,25.673596631952407,4835,The restaurant serves [chilled/heated] milk.,chilled,heated,,The restaurant serves [MASK] milk.
FWD4Z73KK6F6,fishing pole,removed,here,4.1984923183918,0.2569885225966573,1.0789643380369232,2864,John said that the fishing pole was [gone/near].,gone,near,,John said that the fishing pole was [MASK].
FWD4Z73KK6F6,buffet,open,shut,3.084019012749195,0.011743397044483572,0.036216859759450035,964,The family arrived at the buffet when it was [accessable/closed].,accessable,closed,,The family arrived at the buffet when it was [MASK].
FWD4Z73KK6F6,seafood,good,terrible,7.572127133607862,0.01919452188303694,0.1453433599671739,6754,The waiter told the group of diners that the seafood was [excellent/awful].,excellent,awful,,The waiter told the group of diners that the seafood was [MASK].
FWD4Z73KK6F6,wooden leg,removed,remains,6.088675558567048,0.00320465442200657,0.019512101052925213,8933,The table's wooden leg is [missing/anchored].,missing,anchored,,The table's wooden leg is [MASK].
FWD4Z73KK6F6,dish,sweet,bland,2.9086494818329816,0.4656906705349684,1.3545309275459896,2297,The boy told his mother that the dish she made for him was [sugarly/tasteless].,sugarly,tasteless,,The boy told his mother that the dish she made for him was [MASK].
FWD4Z73KK6F6,hammock,solid,loose,3.050278127193451,0.2443403471261263,0.7453060164296782,3585,The man noticed that the hammock had a lot of [firmness/give] to it while lying on it.,firmness,give,,The man noticed that the hammock had a lot of [MASK] to it while lying on it.
FWD4Z73KK6F6,spider,male,female,11.312618106603622,11.110880225896835,125.69314482378469,7371,The teacher pointed out the [boy/girl] spider to the class.,boy,girl,,The teacher pointed out the [MASK] spider to the class.
FWD4Z73KK6F6,tool,wooden,titanium,3.1502533704042435,0.07869168766774237,0.24789875429810346,8137,The man carefull examined the [oak/steel] tool.,oak,steel,,The man carefull examined the [MASK] tool.
FWD4Z73KK6F6,police car,stopped,moving,3.5142816603183733,0.14343054499477148,0.5040553338045947,5886,The officer eyeballed the teenagers while he was [parked/driving].,parked,driving,,The officer eyeballed the teenagers while he was [MASK].
FWD4Z73KK6F6,seafood,good,awful,7.572127133607862,0.007740993169136345,0.058615784417090436,6754,The man told the waiter that his seafood was [exquisite/terrible].,exquisite,terrible,,The man told the waiter that his seafood was [MASK].
FWD4Z73KK6F6,owl,female,male,13.888223469257355,7.705024629831313,107.0091038952292,5278,The [girl/boy] owl was on the hunt for mice.,girl,boy,,The [MASK] owl was on the hunt for mice.
FXAG33X37DRG,mold,empty,occupied,3.206314146518708,0.03792082134168595,0.1215860659154562,4889,Alex confirmed that the mold is [ready/unavailable].,ready,unavailable,,Alex confirmed that the mold is [MASK].
XH7FWCGRRXDJ,beer,sweet,spoiled,2.754221297800541,0.04078378260601312,0.11232756265834858,517,John's beer is [delicious/flat].,delicious,flat,,John's beer is [MASK].
YYQ2E9ZT4FT3,headrest,adjustable,fixed,4.697282239794732,1.742606796324253,8.18551595531951,3688,I [can/can't] adjust the headrest.,can,can't,,I [MASK] adjust the headrest.
FWD4Z73KK6F6,potato,edible,poisonous,5.395612120628357,0.5512114614248276,2.9741232422930697,5961,Mary said that the potato was [tasty/green].,tasty,green,,Mary said that the potato was [MASK].
PTQGWRFHYJTJ,chili,hot,mild,2.5458542630076413,0.3792926436290145,0.9656237937103648,1499,The chili was [very/not] spicy.,very,not,,The chili was [MASK] spicy.
FWD4Z73KK6F6,dog,dead,breathing,9.010810405015944,0.16267216997221112,1.4658080817921222,2330,The dog was [rotting/resting] in the grass,rotting,resting,,The dog was [MASK] in the grass
FWD4Z73KK6F6,clove,edible,poisonous,2.5904921814799318,0.6077711004763842,1.5744262839135277,1677,The clove tasted [yummy/rancid].,yummy,rancid,,The clove tasted [MASK].
FWD4Z73KK6F6,donut,hot,old,2.639062702655792,0.09918027790263297,0.26174297225187504,2374,The donut was [scalding/stale].,scalding,stale,,The donut was [MASK].
FWD4Z73KK6F6,moth,migratory,stationary,2.9599372297525406,0.0689651700668037,0.20413257443694774,4946,The boy startled the moth so it [flew/froze].,flew,froze,,The boy startled the moth so it [MASK].
QHKQ32WVQEGN,plastic film,thin,substantial,11.486905813217163,0.002887531991291325,0.033168808016614856,5792,The plastic film is [see-through/opaque].,see-through,opaque,,The plastic film is [MASK].
FWD4Z73KK6F6,pistachio,edible,rotten,23.92999529838562,0.06004186579957605,1.4368015662901552,5739,The boy told his mom that the pistachio was [delicious/stale].,delicious,stale,,The boy told his mom that the pistachio was [MASK].
FWD4Z73KK6F6,police car,stopped,going,3.5142816603183733,0.050970318261533976,0.17912405468709952,5886,The officer [parked/gassed] the police car and went after the suspects.,parked,gassed,,The officer [MASK] the police car and went after the suspects.
FWD4Z73KK6F6,pomegranate,edible,old,37.866035103797905,0.013133767060935496,0.4973236845744881,5912,The chef told the diners that the pomegranate is [exquisite/stale].,exquisite,stale,,The chef told the diners that the pomegranate is [MASK].
HKXM7AJCMHJQ,electric chair,used,sediment,3.8087569177150726,1.9338641266131162e-05,7.365618370158724e-05,2612,Tim saw the car [moving/parked].,moving,parked,,Tim saw the car [MASK].
FWD4Z73KK6F6,dart,sharp,blunt,2.7831770479679108,0.5027520470321178,1.399247958118674,2230,The dart is [pointed/dull].,pointed,dull,,The dart is [MASK].
FWD4Z73KK6F6,ski lift,closed,running,24.526822566986084,0.01883082295535133,0.4618602534162306,7047,The man went over to the [shut/operating] ski lift.,shut,operating,,The man went over to the [MASK] ski lift.
FWD4Z73KK6F6,milk,sweet,tart,3.071063570678234,0.006201219366630539,0.0190443388906434,4845,The boy told his mother that the milk tasted [sugarly/sour].,sugarly,sour,,The boy told his mother that the milk tasted [MASK].
FWD4Z73KK6F6,soup,cold,fresh,11.802538484334946,0.2344057429581881,2.7665828022131405,7307,The chef served everyone the [chilled/new] soup.,chilled,new,,The chef served everyone the [MASK] soup.
FWD4Z73KK6F6,mussel,edible,unpalatable,14.744839072227476,0.0019540124412742443,0.028811598991719083,5048,The chef told everyone that the mussel was [safe/poisonus].,safe,poisonus,,The chef told everyone that the mussel was [MASK].
3MMFR6RXMZM2,screen,blank,colourful,45.870524644851685,0.00030312301078083687,0.01390441153644402,6741,The screen was covered in dancing [shadows/cartoons].,shadows,cartoons,,The screen was covered in dancing [MASK].
YYQ2E9ZT4FT3,prism,convex,concave,3.9222259074449535,0.006395082891685888,0.02508295979802838,6017,The prism is [bulging/indented].,bulging,indented,,The prism is [MASK].
FWD4Z73KK6F6,bread,baked,naked,4.562142491340636,0.004912385338684544,0.02241100188745152,872,Julie said that the bread in the oven was just [done/starting].,done,starting,,Julie said that the bread in the oven was just [MASK].
FWD4Z73KK6F6,pistachio,edible,spoiled,23.92999529838562,0.007878179167164491,0.18852479043008585,5739,The child ate the [tasty/rotten] pistachio.,tasty,rotten,,The child ate the [MASK] pistachio.
TRZKH4HK4646,hippopotamus,dead,healthy,2.678818255662918,0.017480886890552938,0.0468281189275918,3741,The hippopotamus was not [breathing/still].,breathing,still,,The hippopotamus was not [MASK].
