Word	Associative Bias	Alternative	p_Associative Bias_BERT_base	p_Alternative_BERT_base	p_Associative Bias_BERT_large	p_Alternative_BERT_large	p_Associative Bias_RoBERTa_small	p_Alternative_RoBERTa_small	p_Associative Bias_RoBERTa_large	p_Alternative_RoBERTa_large	p_Associative Bias_DistilRoBERTa	p_Alternative_DistilRoBERTa	p_Associative Bias_DistilBERT	p_Alternative_DistilBERT	p_Associative Bias_SqueezeBERT	p_Alternative_SqueezeBERT	p_Associative Bias_MobileBERT	p_Alternative_MobileBERT	p_Associative Bias_Longformer_base	p_Alternative_Longformer_base	p_Associative Bias_Longformer_large	p_Alternative_Longformer_large	p_Associative Bias_ALBERT_base	p_Alternative_ALBERT_base	p_Associative Bias_ALBERT_large	p_Alternative_ALBERT_large	p_Associative Bias_ALBERT_xlarge	p_Alternative_ALBERT_xlarge	p_Associative Bias_ALBERT_xxlarge	p_Alternative_ALBERT_xxlarge	AssociativeBiasSatisfied_BERT_base	AssociativeBiasSatisfied_BERT_large	AssociativeBiasSatisfied_RoBERTa_small	AssociativeBiasSatisfied_RoBERTa_large	AssociativeBiasSatisfied_DistilRoBERTa	AssociativeBiasSatisfied_DistilBERT	AssociativeBiasSatisfied_SqueezeBERT	AssociativeBiasSatisfied_MobileBERT	AssociativeBiasSatisfied_Longformer_base	AssociativeBiasSatisfied_Longformer_large	AssociativeBiasSatisfied_ALBERT_base	AssociativeBiasSatisfied_ALBERT_large	AssociativeBiasSatisfied_ALBERT_xlarge	AssociativeBiasSatisfied_ALBERT_xxlarge
towel	warm	freezing	0.4274692386388778	0.0142867604154162	1.9747519865632053	0.0231364610954187	9.745362916646627e-06	1.0444544118470844e-07	2.3145570082760972e-05	4.2868146157538686e-27	8.401016202697066e-05	1.088503842616717e-07	0.3918276168406009	0.0130123196868225	0.9963740594685078	0.079063035082072	0.4776657093316316	0.0141965996590442	2.396759555267636e-05	2.469262305737629e-06	1.1732486626669925e-05	2.098712341935506e-26	1.1273149880253184e-05	1.1273149880253184e-05	9.544986596665694e-05	9.544986596665694e-05	6.417825915150387e-06	6.417825915150387e-06	8.606923174170332e-07	8.606923174170332e-07	True	True	True	True	True	True	True	True	True	True	False	False	False	False
towel	warm	chilly	0.4274692386388778	0.0089516026491764	1.9747519865632053	0.0305228313663974	9.745362916646627e-06	1.0444544118470844e-07	2.3145570082760972e-05	4.2868146157538686e-27	8.401016202697066e-05	1.088503842616717e-07	0.3918276168406009	0.0141885044286027	0.9963740594685078	0.023727913503535	0.4776657093316316	0.0144253819598816	2.396759555267636e-05	2.469262305737629e-06	1.1732486626669925e-05	2.098712341935506e-26	1.1273149880253184e-05	1.1273149880253184e-05	9.544986596665694e-05	9.544986596665694e-05	6.417825915150387e-06	6.417825915150387e-06	8.606923174170332e-07	8.606923174170332e-07	True	True	True	True	True	True	True	True	True	True	False	False	False	False
denture	straight	smashed	0.2723371144384146	0.0043921365431742	3.4586936235427856	8.513895295436669e-05	3.5993795677313756e-05	5.777840428322635e-07	5.762937504982801e-06	6.2957133212187535e-27	8.856504862819746e-07	4.5620298649851065e-07	0.2558941021561622	0.0018836955860024	0.1240629120729863	0.0013348766515264	1.8367322161793709	0.0001944508085216	6.640237870669807e-05	2.336434334893056e-06	5.134205594004016e-06	4.9489509556375916e-26	2.725522563196137e-05	0.0001929214704432	8.559606357039229e-07	0.0016771409718785	2.2140383748592285e-05	0.0002509121486582	4.127500687900465e-05	1.6663930679783334e-06	True	True	True	True	True	True	True	True	True	True	False	False	False	True
compost	organic	synthetic	0.1256245886906981	0.0467876845505088	7.253021001815796	0.0303666107356548	7.758230253784858e-05	2.3628137224562806e-07	0.0004283891939849	9.747854274126049e-27	8.334783956343017e-05	2.266189680355524e-07	0.0450806110166013	0.0292555865598842	0.0027780217351391	0.0016861093172337	0.0584462075494229	0.0060669332015095	0.0006710098659823	1.3136035370564514e-06	0.0002833877715602	6.265326961521184e-26	2.8913356686643965e-05	0.0022337462723953	0.0001781435798875	2.922763826518349e-05	6.815271831328573e-05	0.000118561229101	9.601406336656736e-08	0.00010347677061872672	True	True	True	True	True	True	True	True	True	True	False	True	False	False
coffin	empty	filled	12.661407887935633	0.7485988084226847	41.598868370056145	0.3198618767783046	0.0001036875346471	4.295575593005197e-05	0.000706136052031	7.860912774049211e-05	5.491531283041695e-05	2.9379390298345253e-05	7.586662471294402	0.1738310907967388	2.5861162692308426	0.2138312440365553	1.8428437411785128	0.1027881051413714	0.000118039724839	1.6469766705995426e-05	0.0001776028398126	4.106406095161219e-05	0.0001884412199615	6.514174515359628e-05	0.0007707358236075	0.0002791239239741	0.0008299598448502	0.0004395659289002	0.012267474085092545	0.0016509557099197991	True	True	True	True	True	True	True	True	True	True	True	True	True	True
windshield	clear	dirty	1.934819296002388	0.4436833318322897	2.1860849112272263	0.6402863189578056	2.688734035416473e-06	2.162020962259703e-06	0.0004344921762822	4.87609241872633e-06	2.7552696124644167e-06	1.3038228274808716e-06	0.4052713979035616	0.0604175147600472	0.18668860429897896	0.0377126183593645	2.9992077499628067	0.1525598927401006	1.7679798247627332e-05	4.58094540078946e-06	0.0004384805833979	3.478414223323512e-07	0.0002813620085362	0.0001350484126305	3.6042357010046544e-05	5.386871393397996e-06	1.7479226954719707e-06	2.430777357176339e-07	0.0002562636154834763	0.00029888335575378733	True	True	True	True	True	True	True	True	True	True	True	True	True	False
windshield	clear	fogged	1.934819296002388	0.0031612147722626	2.1860849112272263	0.0151774598634801	2.688734035416473e-06	2.5125579394824623e-08	0.0004344921762822	8.360849481986299e-27	2.7552696124644167e-06	1.837694302286863e-08	0.4052713979035616	0.0134344532852992	0.18668860429897896	0.0008006413736438	2.9992077499628067	0.0011519317013153	1.7679798247627332e-05	7.440016602799915e-07	0.0004384805833979	3.454788986210211e-26	0.0002813620085362	8.641156767907887e-06	3.6042357010046544e-05	0.0003302155391793	1.7479226954719707e-06	3.390447389506335e-06	0.0002562636154834763	4.6412305110266066e-07	True	True	True	True	True	True	True	True	True	True	True	False	False	True
windshield	clear	icy	1.934819296002388	0.0071778296842239	2.1860849112272263	0.0174009939655661	2.688734035416473e-06	6.937580510069097e-08	0.0004344921762822	4.2292511714947523e-07	2.7552696124644167e-06	7.242716981714638e-08	0.4052713979035616	0.0034873395634349	0.18668860429897896	0.0005481023890752	2.9992077499628067	0.0038919060898479	1.7679798247627332e-05	2.21051550397533e-06	0.0004384805833979	2.721597391897035e-07	0.0002813620085362	8.641156767907887e-06	3.6042357010046544e-05	0.0003302155391793	1.7479226954719707e-06	3.390447389506335e-06	0.0002562636154834763	4.6412305110266066e-07	True	True	True	True	True	True	True	True	True	True	True	False	False	True
car door	open	shut	30.28663396835327	1.9812354817986488	21.3682621717453	1.543624885380268	9.454440146328123e-05	4.2914174969155276e-05	0.0004646868092095	0.0002223179535576	0.0001267534685212	6.663049703092838e-05	16.67274981737137	0.8272695355117321	34.278517961502075	0.1431856304407119	16.942498087882992	0.3925991244614124	0.0003237348892071	0.0001396207835568	0.0001501769361311	2.2452384484950016e-05	0.0006717198630212	0.0003362783445481	0.000117613740258	0.0001153735411207	0.0004069258920935	2.182680702844664e-05	8.071592674241401e-05	4.646229854188277e-05	True	True	True	True	True	True	True	True	True	True	True	True	True	True
car door	open	sealed	30.28663396835327	0.773276761174202	21.3682621717453	0.3230344504117965	9.454440146328123e-05	3.850627872115098e-08	0.0004646868092095	6.604677322354984e-28	0.0001267534685212	9.851630622392804e-09	16.67274981737137	5.102758854627608	34.278517961502075	0.2059241756796836	16.942498087882992	1.112443208694458	0.0003237348892071	3.6464831154603417e-07	0.0001501769361311	8.51021016399839e-27	0.0006717198630212	2.2385822973092218e-06	0.000117613740258	0.0001622377794774	0.0004069258920935	1.6634993471598136e-05	8.071592674241401e-05	1.0751382006901625e-07	True	True	True	True	True	True	True	True	True	True	True	False	True	True
straw	long	tiny	0.1095453044399619	0.031195706105791	0.3125310176983475	0.034770043566823	6.0136153479106724e-05	5.55801840107506e-06	7.368454930656299e-05	5.948468828620435e-07	1.2060547760484042e-05	5.2315757281817816e-08	0.4606281872838735	0.0596254831179976	1.931634172797203	0.1393155427649617	0.0916704768314957	0.007639592513442	0.000201112106879	1.2267085480743845e-05	0.0001072606210072	5.812685888173519e-07	0.0001321933837061	5.775740419267095e-05	5.434701222384319e-06	0.0008701665137778	5.203390287533694e-05	4.769893280354154e-05	9.398207367894427e-06	4.912416073921122e-06	True	True	True	True	True	True	True	True	True	True	True	False	True	True
skin	thin	thick	3.662265837192536	1.0380188934504986	6.407662481069566	2.406276576220989	0.0001645840029596	9.959449931429275e-08	0.000404481716032	9.931367110730099e-27	8.737270604797231e-05	1.2374274938053984e-07	2.0438743755221367	1.2648343108594418	0.7457255385816097	0.2449372550472617	0.1779971877112984	0.0477543886518105	0.0002990681196024	8.07495759147514e-07	0.0001960262807187	2.0157886355814944e-25	3.635415737335279e-05	3.635415737335279e-05	0.0002702330903048	0.0002702330903048	6.561743148836285e-07	6.561743148836285e-07	7.800732504392727e-07	7.800732504392727e-07	True	True	True	True	True	True	True	True	True	True	False	False	False	False
cotton candy	sweet	bitter	3.5398483276367188	1.1644111946225166	2.5498831644654274	0.2272919053211808	1.1879645001044992e-05	6.844926847549003e-07	2.9905385190431844e-05	1.2904019516886135e-27	1.8419315495066254e-05	2.299984869225113e-07	5.2289344370365125	1.0301115922629829	4.913550242781638	0.1519754179753363	5.867874249815941	0.2108138753101229	4.696212272392586e-05	2.662369347206095e-06	6.098896960793355e-05	8.596987752467618e-27	0.0010079110325023	8.446571087006305e-06	0.0003108385953964	0.0002843354877768	0.0003968137662013	5.718331053117254e-06	0.00012393700217216974	1.7076183522757304e-08	True	True	True	True	True	True	True	True	True	True	True	True	True	True
bomb	dead	functioning	0.8735376410186291	0.0075171010394115	1.8188780173659325	0.0096699834102764	1.1190038229358379e-06	3.679924698296588e-08	2.7548796310838952e-05	2.191019034533827e-26	0.0001133303499045	2.731417314549845e-07	1.0012758895754814	0.0218834145925939	0.5780793726444244	0.0025956300305551	0.2199250040575862	0.0126984625239856	6.665361240720812e-06	6.467208546467873e-07	4.480188309230471e-06	2.518248543225564e-25	0.0011954302863159	5.300434509081242e-05	2.527407048091845e-05	0.0002806754537232	0.0027144142222823	5.893917798260873e-07	7.2191035371815815e-06	1.7164027976690474e-07	True	True	True	True	True	True	True	True	True	True	True	False	True	True
toast	good	bad	0.7849239744246006	0.0769470527302473	2.4991510435938835	0.0873970508109778	1.863264884605087e-05	1.3112755326005757e-07	5.271180043564527e-05	2.666741494294911e-06	8.93550350156147e-05	2.0603515338279976e-06	0.1536989002488553	0.0292959302896633	1.2851149775087831	0.0144204197567887	0.270610605366528	0.0079953591921366	1.9183589472504536e-05	5.503116184968351e-07	1.1130612165288769e-05	1.5390957841532327e-06	0.0005231619979895	7.007237172729219e-05	4.519833112226479e-05	6.189470269646336e-06	6.906058160893735e-05	9.664224087657658e-07	6.403427619261493e-05	5.028742222634719e-06	True	True	True	True	True	True	True	True	True	True	True	True	True	True
visor	open	sealed	2.409946359694004	0.0371538219042122	5.171879380941392	0.0632177630905062	5.360258015230102e-06	5.434623862043965e-07	9.864742622767153e-06	6.364596011239086e-27	1.1950080036626787e-06	7.666556278707048e-07	0.3193254582583904	0.1064118347130715	0.1586900209076702	0.0655173091217875	2.0105905830860142	0.1723823836073279	1.973538701349753e-05	2.8748342373319247e-06	5.070427278042189e-06	1.567903539956159e-26	0.0001383906351293	4.1456061694589146e-05	4.80206665542937e-05	0.0017013249816955	7.018696379645917e-06	5.744053623857325e-05	0.0001489391934228479	2.449597324982733e-06	True	True	True	True	True	True	True	True	True	True	True	False	False	True
nest	small	huge	7.4402324855327615	0.0367511878721416	6.1199288815259925	0.4819502588361501	1.0196935562589715e-05	2.053689307501827e-06	1.2320114706199092e-05	8.80955894899671e-06	4.735858638582614e-06	2.201641713384106e-06	3.472037613391876	0.0415509450249373	1.4546100050210953	0.0044910782889928	1.7152385786175728	0.0056105156545527	5.150665174369351e-05	1.7112013139808369e-06	1.5898687877324843e-05	3.279001070666254e-07	0.00061795954025	5.702266747675821e-06	4.0119448385667056e-05	0.0018806314983521	6.800347307489574e-06	4.750999593738925e-06	5.6099857204117134e-06	3.6854939100550155e-07	True	True	True	True	True	True	True	True	True	True	True	False	True	True
nest	small	enormous	7.4402324855327615	0.0190237187780439	6.1199288815259925	0.4234057851135731	1.0196935562589715e-05	1.5606719250271794e-07	1.2320114706199092e-05	6.2645529784247826e-27	4.735858638582614e-06	2.167805046582316e-07	3.472037613391876	0.0170563842402771	1.4546100050210953	0.0021963502149446	1.7152385786175728	0.0011895274838025	5.150665174369351e-05	1.2386489167681702e-06	1.5898687877324843e-05	2.876996983607616e-24	0.00061795954025	5.702266747675821e-06	4.0119448385667056e-05	0.0018806314983521	6.800347307489574e-06	4.750999593738925e-06	5.6099857204117134e-06	3.6854939100550155e-07	True	True	True	True	True	True	True	True	True	True	True	False	True	True
tray	empty	full	49.01699125766754	5.784446001052856	46.66965901851654	3.1566906720399857	0.0002818653001668	0.00016015616211	0.0005584675818681	0.0004691461981565	0.0003177527787556	0.0001545718873785	4.652057215571404	0.0961783516686409	7.773103564977647	4.382485896348953	7.323875278234483	0.6684015505015849	0.0001605068405297	4.395061523609911e-05	7.059038580337074e-05	2.1406995642792026e-05	0.0003299335958217	0.0004436025847098	9.330357784165244e-05	1.5501497330205893e-05	8.923829000195838e-05	4.144934564465075e-05	0.003440504951868207	0.0002453380375300185	True	True	True	True	True	True	True	True	True	True	False	True	True	True
tray	empty	stuffed	49.01699125766754	0.0432172382716089	46.66965901851654	0.1237189630046486	0.0002818653001668	1.920192893578587e-07	0.0005584675818681	4.878328789765613e-27	0.0003177527787556	1.2862275688974028e-07	4.652057215571404	0.006941363972146	7.773103564977647	0.030168320517987	7.323875278234483	0.1015888759866356	0.0001605068405297	4.8187999368565215e-06	7.059038580337074e-05	3.910632770663608e-26	0.0003299335958217	2.6731339630714494e-05	9.330357784165244e-05	0.002229020356026	8.923829000195838e-05	0.0001644525582378	0.003440504951868207	4.9076099628564415e-06	True	True	True	True	True	True	True	True	True	True	True	False	False	True
skewer	sharp	dull	0.1549448235891759	0.0310329545754939	1.4412772841751575	0.0518179847858846	4.2518533405200294e-05	1.271241867328854e-06	5.584551558968087e-05	1.5051283349013432e-26	1.0269646821825518e-05	7.526805845259331e-07	0.1749062445014715	0.0289055315079167	0.0242648151470348	0.0034346972825005	0.2597286598756909	0.0123565027024596	8.920196137296443e-05	5.329116348207208e-06	5.8489305843068e-06	6.783567265054083e-26	0.001220324429596	0.0001159562998509	0.0001848249894464	0.0016587850041105	7.450194061675575e-05	0.0027150224923389	0.00016095684713945957	3.140215909525068e-06	True	True	True	True	True	True	True	True	True	True	True	False	False	True
bucket	heavy	lightweight	0.124442100059241	0.0137677532620728	1.7000028863549232	0.0413138710428029	4.935432329489231e-06	6.520526341091681e-08	7.232972620840883e-05	1.7370332308089667e-27	1.4396952963124932e-06	3.1502417341400246e-08	0.0484025513287633	0.0249030621489509	0.734682148322463	0.032622498110867995	0.5374240688979626	0.0239159213379025	2.447282270168216e-05	4.175322487753873e-06	8.384778027448192e-06	1.4259355400355983e-26	0.0001461517740608	4.257191221768153e-05	4.7536556735394704e-05	0.0007879328222769999	3.372077372887361e-06	3.273516924195973e-06	5.8511670886218774e-05	6.58901342376339e-06	True	True	True	True	True	True	True	True	True	True	True	False	True	True
keg	empty	stuffed	15.087294578552244	0.1926753902807831	12.79696375131607	0.129518355242908	9.95364302980306e-05	7.018546188675145e-07	0.0006472894256148	6.62312938631826e-28	3.420324503622396e-05	3.307938811758504e-07	2.6389943435788155	0.0408528896514326	0.1831936067901551	0.0011507909221109	1.2343306094408035	0.1047489349730312	0.0002382831780778	7.6101244417259295e-06	7.577748988296662e-05	1.284615735911945e-26	0.0003925971213902	0.0001631679310776	5.598620873570326e-05	0.0012826981219404	0.0004657737918023	3.833270909581188e-05	0.017197367560584098	4.300108358279431e-06	True	True	True	True	True	True	True	True	True	True	True	False	True	True
cocktail	simple	fancy	0.1308940001763403	0.0059510693972697	1.3171035796403885	0.0069068897573743	1.227768287037634e-06	2.431998158414217e-07	2.744736491422373e-05	1.7677613828863543e-26	3.5637771844676536e-06	2.7830595605848885e-07	0.1368769560940563	0.0078311430115718	0.0541954126674681	0.0009396761015523	0.4061501938849687	0.0270588003331795	2.0667728506396088e-05	1.8886220587432945e-06	3.86327201340464e-06	5.957164207427129e-26	0.0007637278031324	7.350853934440238e-05	7.539887860730232e-05	0.0002944548441519	1.1358952178852633e-05	5.385867893892282e-05	0.0005631536168948512	4.4445783942137496e-06	True	True	True	True	True	True	True	True	True	True	True	False	False	True
cocktail	simple	complicated	0.1308940001763403	0.0362369028152897	1.3171035796403885	0.443894462659955	1.227768287037634e-06	2.431998158414217e-07	2.744736491422373e-05	1.7677613828863543e-26	3.5637771844676536e-06	2.7830595605848885e-07	0.1368769560940563	0.0485129537992179	0.0541954126674681	0.0029376658858382	0.4061501938849687	0.1102858805097639	2.0667728506396088e-05	1.8886220587432945e-06	3.86327201340464e-06	5.957164207427129e-26	0.0007637278031324	7.350853934440238e-05	7.539887860730232e-05	0.0002944548441519	1.1358952178852633e-05	5.385867893892282e-05	0.0005631536168948512	4.4445783942137496e-06	True	True	True	True	True	True	True	True	True	True	True	False	False	True
cocktail	simple	complex	0.1308940001763403	0.0241067507886327	1.3171035796403885	1.0450509376823902	1.227768287037634e-06	4.0651468857788586e-07	2.744736491422373e-05	5.401965452733748e-06	3.5637771844676536e-06	2.065717374932774e-06	0.1368769560940563	0.0501829024869948	0.0541954126674681	0.0170309300301596	0.4061501938849687	0.015043350867927	2.0667728506396088e-05	6.57358896205551e-06	3.86327201340464e-06	1.6578750816620413e-06	0.0007637278031324	7.350853934440238e-05	7.539887860730232e-05	0.0002944548441519	1.1358952178852633e-05	5.385867893892282e-05	0.0005631536168948512	4.4445783942137496e-06	True	True	True	True	True	True	True	True	True	True	True	False	False	True
baby	healthy	sick	2.3760549724102016	0.2447228878736496	22.09383398294449	0.113486498594284	3.3053421333306687e-06	1.903577295792048e-07	3.081986790220981e-05	1.349872140588239e-26	2.6799082064599133e-06	1.8645496258073988e-07	1.5315113589167595	0.7010265719145536	3.1972497701644897	0.4656021017581224	1.3429940678179264	0.2198848640546202	2.870059745418985e-05	1.5858979907079629e-06	4.17968976762495e-05	2.0856044627340067e-26	5.09270421389374e-06	5.5364643003485974e-05	8.168272529474052e-05	8.47013268412411e-06	7.832642268112977e-06	0.0008041753062569999	1.826509432589773e-06	0.0006518371264974121	True	True	True	True	True	True	True	True	True	True	False	True	False	False
baby	healthy	unhealthy	2.3760549724102016	0.0151337691931985	22.09383398294449	0.0118822921649552	3.3053421333306687e-06	1.903577295792048e-07	3.081986790220981e-05	1.349872140588239e-26	2.6799082064599133e-06	1.8645496258073988e-07	1.5315113589167595	0.0072457849455531	3.1972497701644897	0.0009955323548638	1.3429940678179264	0.0086109466792549	2.870059745418985e-05	1.5858979907079629e-06	4.17968976762495e-05	2.0856044627340067e-26	5.09270421389374e-06	5.09270421389374e-06	8.168272529474052e-05	8.168272529474052e-05	7.832642268112977e-06	7.832642268112977e-06	1.826509432589773e-06	1.826509432589773e-06	True	True	True	True	True	True	True	True	True	True	False	False	False	False
