Word	Associative Bias	Alternative	p_Associative Bias_BERT_base	p_Alternative_BERT_base	p_Associative Bias_BERT_large	p_Alternative_BERT_large	p_Associative Bias_RoBERTa_small	p_Alternative_RoBERTa_small	p_Associative Bias_RoBERTa_large	p_Alternative_RoBERTa_large	p_Associative Bias_DistilRoBERTa	p_Alternative_DistilRoBERTa	p_Associative Bias_DistilBERT	p_Alternative_DistilBERT	p_Associative Bias_SqueezeBERT	p_Alternative_SqueezeBERT	p_Associative Bias_MobileBERT	p_Alternative_MobileBERT	p_Associative Bias_Longformer_base	p_Alternative_Longformer_base	p_Associative Bias_Longformer_large	p_Alternative_Longformer_large	p_Associative Bias_ALBERT_base	p_Alternative_ALBERT_base	p_Associative Bias_ALBERT_large	p_Alternative_ALBERT_large	p_Associative Bias_ALBERT_xlarge	p_Alternative_ALBERT_xlarge	p_Associative Bias_ALBERT_xxlarge	p_Alternative_ALBERT_xxlarge	AssociativeBiasSatisfied_BERT_base	AssociativeBiasSatisfied_BERT_large	AssociativeBiasSatisfied_RoBERTa_small	AssociativeBiasSatisfied_RoBERTa_large	AssociativeBiasSatisfied_DistilRoBERTa	AssociativeBiasSatisfied_DistilBERT	AssociativeBiasSatisfied_SqueezeBERT	AssociativeBiasSatisfied_MobileBERT	AssociativeBiasSatisfied_Longformer_base	AssociativeBiasSatisfied_Longformer_large	AssociativeBiasSatisfied_ALBERT_base	AssociativeBiasSatisfied_ALBERT_large	AssociativeBiasSatisfied_ALBERT_xlarge	AssociativeBiasSatisfied_ALBERT_xxlarge
exhaust pipe	long	short	0.4679780453443527	1.6003215685486794	2.0491980016231537	1.9582062959671018	1.0488859203405811e-05	3.837415274432489e-07	0.0003206608198524	3.0305720599699266e-06	1.1311033887295707e-05	2.663240072919848e-07	1.3331913389265535	0.7817690260708332	13.707526028156279	1.5470017679035664	0.6491580512374641	1.1235813610255718	0.0004961902504874	1.2610952637714945e-05	0.0011284394531685	1.670404259357383e-05	1.4036506001957605e-05	4.141642193644657e-05	1.7264669693872745e-06	9.628467267930318e-06	5.335477837320468e-06	5.4985164865684055e-06	8.69987957230478e-06	4.202161107969005e-05	False	True	True	True	True	True	True	False	True	True	False	False	False	False
exhaust pipe	long	small	0.4679780453443527	0.5504193715751171	2.0491980016231537	0.2623781329020858	1.0488859203405811e-05	5.953500803457246e-07	0.0003206608198524	9.710009152286148e-06	1.1311033887295707e-05	1.1664782029185972e-06	1.3331913389265535	0.2194793196395039	13.707526028156279	0.5968126002699137	0.6491580512374641	0.4639876540750265	0.0004961902504874	1.1628394247509274e-05	0.0011284394531685	6.739652747000946e-06	1.4036506001957605e-05	0.0002311095613549	1.7264669693872745e-06	2.506637599708484e-05	5.335477837320468e-06	2.071906948231117e-05	8.69987957230478e-06	5.7505133099766674e-05	False	True	True	True	True	True	True	True	True	True	False	False	False	False
exhaust pipe	long	tiny	0.4679780453443527	0.011583135346882	2.0491980016231537	0.0180920789716765	1.0488859203405811e-05	1.4703855910624952e-07	0.0003206608198524	1.078195577264296e-06	1.1311033887295707e-05	1.023497020469222e-06	1.3331913389265535	0.0099234501249156	13.707526028156279	0.0044791668187826	0.6491580512374641	0.007225752051454	0.0004961902504874	2.982631475134667e-07	0.0011284394531685	6.679476083348845e-07	1.4036506001957605e-05	4.307139818138239e-05	1.7264669693872745e-06	0.0007673548680031	5.335477837320468e-06	8.226191994253895e-05	8.69987957230478e-06	1.1120494036731545e-05	True	True	True	True	True	True	True	True	True	True	False	False	False	False
handlebar	straight	curved	2.999432384967804	0.8014311082661152	3.7687543779611588	1.4968211762607098	1.3748787353051739e-05	6.221457571342626e-07	3.3349820682815334e-05	1.380583621334546e-26	1.0433797825726288e-06	4.60807658697604e-07	0.3834589384496212	1.1769763194024565	0.9849164634943008	0.4866649396717548	0.858071818947792	2.994176559150219	2.783790193916503e-05	2.045280389495474e-06	1.4988358998380136e-05	3.5246884468705576e-26	0.0001355959852844	1.1554072898434242e-05	7.851657812807389e-06	0.0004417503532749	4.916194029647159e-05	0.0001682278707448	5.506677211997157e-05	1.421676554258511e-06	True	True	True	True	True	False	True	False	True	True	True	False	False	True
handlebar	straight	bent	2.999432384967804	1.04852095246315	3.7687543779611588	0.2467424375936389	1.3748787353051739e-05	1.6309782324697153e-05	3.3349820682815334e-05	2.3608350829817937e-06	1.0433797825726288e-06	2.910881979900637e-07	0.3834589384496212	0.19293243531137697	0.9849164634943008	0.1895860768854618	0.858071818947792	0.0233102662605233	2.783790193916503e-05	3.811981912349438e-05	1.4988358998380136e-05	3.061819597860449e-06	0.0001355959852844	1.1554072898434242e-05	7.851657812807389e-06	0.0004417503532749	4.916194029647159e-05	0.0001682278707448	5.506677211997157e-05	1.421676554258511e-06	True	True	False	True	True	True	True	True	False	True	True	False	False	True
handlebar	straight	crooked	2.999432384967804	0.0751009560190141	3.7687543779611588	0.1597295282408595	1.3748787353051739e-05	6.221457571342626e-07	3.3349820682815334e-05	1.380583621334546e-26	1.0433797825726288e-06	4.60807658697604e-07	0.3834589384496212	0.1051496947184205	0.9849164634943008	0.1397948013618588	0.858071818947792	0.0286828901153057	2.783790193916503e-05	2.045280389495474e-06	1.4988358998380136e-05	3.5246884468705576e-26	0.0001355959852844	1.1554072898434242e-05	7.851657812807389e-06	0.0004417503532749	4.916194029647159e-05	0.0001682278707448	5.506677211997157e-05	1.421676554258511e-06	True	True	True	True	True	True	True	True	True	True	True	False	False	True
computer screen	empty	full	4.0585458278656015	2.0519005134701733	11.662384867668152	0.7567145396023989	2.741146829521313e-05	6.443732445404748e-05	0.0001454058065064	0.0015596560842823	4.257707360011409e-05	0.0001926025106513	0.3105233889073133	0.125547545030713	0.139586441218853	0.2311172196641564	0.8990026079118252	0.6901324260979891	8.559655952922185e-05	0.0001517406872153	5.794577191409189e-05	0.0001198628979182	0.0005526483619178	0.0004070475824846	5.8554462611937204e-05	5.082092116026615e-05	1.0143465800638296e-05	1.0446273179809396e-06	0.0010594440936984026	0.00028960250801901566	True	True	False	False	False	True	False	True	False	False	True	True	True	True
funnel	round	square	1.1950938962399957	0.0728805840481072	2.3730365559458733	0.153342296835035	6.11360473357081e-07	3.5414647214793153e-06	0.0002001658231165	1.7118404116445166e-05	2.0071893036544003e-07	3.1079654405630213e-07	4.08514142036438	0.1950114732608199	1.7553145065903664	0.0931868446059525	0.8651223033666611	1.348091010004282	1.0316222898154592e-05	4.173398906459624e-05	0.0002822134092639	1.1040084757496517e-05	4.7748574161232675e-05	0.0003875811216857	3.110448076881766e-06	8.969173848072387e-06	3.096292289228586e-06	1.1460313587008386e-06	5.803186695629847e-05	0.00022343349428410875	True	True	False	True	False	True	True	False	False	True	False	False	True	False
funnel	round	prism	1.1950938962399957	0.0054116360843181	2.3730365559458733	0.0322720006806775	6.11360473357081e-07	4.580415602362109e-07	0.0002001658231165	3.0560662376067728e-27	2.0071893036544003e-07	2.0775825504415482e-07	4.08514142036438	0.0067852590291295	1.7553145065903664	1.3628557837819244e-05	0.8651223033666611	0.0008467060069961	1.0316222898154592e-05	3.642594847974577e-06	0.0002822134092639	5.69311054536689e-26	4.7748574161232675e-05	2.6569267674858565e-05	3.110448076881766e-06	0.002302233588125	3.096292289228586e-06	6.476313387793198e-05	5.803186695629847e-05	5.964923843748692e-06	True	True	True	True	False	True	True	True	True	True	True	False	False	True
funnel	round	oblong	1.1950938962399957	0.0054116360843181	2.3730365559458733	0.0322720006806775	6.11360473357081e-07	4.580415602362109e-07	0.0002001658231165	3.0560662376067728e-27	2.0071893036544003e-07	2.0775825504415482e-07	4.08514142036438	0.0067852590291295	1.7553145065903664	0.0003009328793268	0.8651223033666611	0.0015260196960298	1.0316222898154592e-05	3.642594847974577e-06	0.0002822134092639	5.69311054536689e-26	4.7748574161232675e-05	2.6569267674858565e-05	3.110448076881766e-06	0.002302233588125	3.096292289228586e-06	6.476313387793198e-05	5.803186695629847e-05	5.964923843748692e-06	True	True	True	True	False	True	True	True	True	True	True	False	False	True
lingerie	expensive	inexpensive	0.4666213411837816	0.05604402977041901	3.109709918498993	0.1033685985021293	1.6233916255714576e-05	4.4376422536629455e-07	1.2238336921654993e-05	8.157007251113031e-27	6.610633107584363e-06	2.9089057829168036e-07	0.438559940084815	0.0863080495037138	0.1939562615007162	0.019894701836165003	4.737243056297301	0.5704037845134735	3.713439582497813e-05	2.0993834226601398e-06	1.091330616986852e-05	2.994698766970683e-26	8.927266037517256e-06	8.927266037517256e-06	2.9150061209293202e-05	2.9150061209293202e-05	2.0252349486327148e-05	2.0252349486327148e-05	4.91481855213749e-09	4.91481855213749e-09	True	True	True	True	True	True	True	True	True	True	False	False	False	False
lingerie	expensive	affordable	0.4666213411837816	0.0120754615636542	3.109709918498993	0.2094033639878034	1.6233916255714576e-05	4.4376422536629455e-07	1.2238336921654993e-05	8.157007251113031e-27	6.610633107584363e-06	2.9089057829168036e-07	0.438559940084815	0.0482704024761915	0.1939562615007162	0.0161053438205271	4.737243056297301	0.24691901635378602	3.713439582497813e-05	2.0993834226601398e-06	1.091330616986852e-05	2.994698766970683e-26	8.927266037517256e-06	8.927266037517256e-06	2.9150061209293202e-05	2.9150061209293202e-05	2.0252349486327148e-05	2.0252349486327148e-05	4.91481855213749e-09	4.91481855213749e-09	True	True	True	True	True	True	True	True	True	True	False	False	False	False
lingerie	expensive	cheap	0.4666213411837816	0.1304906327277422	3.109709918498993	0.3095383290201425	1.6233916255714576e-05	4.4376422536629455e-07	1.2238336921654993e-05	8.157007251113031e-27	6.610633107584363e-06	2.9089057829168036e-07	0.438559940084815	0.0828688440378755	0.1939562615007162	0.1549778622575104	4.737243056297301	0.7803778164088726	3.713439582497813e-05	2.0993834226601398e-06	1.091330616986852e-05	2.994698766970683e-26	8.927266037517256e-06	8.927266037517256e-06	2.9150061209293202e-05	2.9150061209293202e-05	2.0252349486327148e-05	2.0252349486327148e-05	4.91481855213749e-09	4.91481855213749e-09	True	True	True	True	True	True	True	True	True	True	False	False	False	False
lens	clear	smudged	0.1941443653777241	0.0150549283716827	1.2821289710700512	0.0136556176585145	2.2120808296222087e-05	7.051867534357825e-07	8.008016152416529e-05	6.638958815179766e-26	3.331406901452283e-05	2.5270949777223e-07	0.1137511688284576	0.0206802244065329	0.0347300636349245	0.0009459969078307	1.5047475695610046	0.0054242249461822	1.419140716052425e-05	2.9998645345585832e-06	9.491694896723855e-06	5.433691248531829e-25	0.0007076812380546	1.5808787168225535e-05	3.458826540736481e-05	0.0008866287316777	2.7569760163714808e-05	6.489904649242817e-05	0.002918507561844308	1.3967833467631866e-05	True	True	True	True	True	True	True	True	True	True	True	False	False	True
stair	long	short	0.3807594766840338	3.0124159529805183	1.317689660936594	2.30259969830513	0.0004707236257672	4.4466936799381065e-06	0.0001642638949306	3.2369285918321115e-06	1.2794549775207996e-05	5.052178675413188e-07	1.830313727259636	2.0664544776082043	24.0128755569458	0.9206365793943404	0.0707356142811477	0.8909758180379868	0.0007177736733865	8.851925770159141e-06	0.0008775395144766	7.044930327992915e-06	2.8716263500427885e-05	0.0001677734644545	9.444065796060387e-06	1.4589944896670206e-05	6.132310659268113e-06	2.3758319755984303e-06	2.377161365529901e-05	4.0911896803663694e-05	False	False	True	True	True	False	True	False	True	True	False	False	True	False
stair	long	tiny	0.3807594766840338	0.0198868554434739	1.317689660936594	0.1239538192749023	0.0004707236257672	1.2059174103740131e-06	0.0001642638949306	2.102889418154064e-06	1.2794549775207996e-05	9.279236046211279e-07	1.830313727259636	0.0115656323032453	24.0128755569458	0.0062371495005209	0.0707356142811477	0.0067659770138561	0.0007177736733865	1.0034999498031991e-06	0.0008775395144766	3.2945806083262136e-07	2.8716263500427885e-05	1.3958785416434695e-05	9.444065796060387e-06	0.0004481327778194	6.132310659268113e-06	3.2206972377935024e-05	2.377161365529901e-05	9.896110242380017e-06	True	True	True	True	True	True	True	True	True	True	True	False	False	True
stair	long	small	0.3807594766840338	0.4690173082053661	1.317689660936594	0.7419826462864876	0.0004707236257672	2.7456437123873907e-06	0.0001642638949306	8.402778206573203e-06	1.2794549775207996e-05	1.0504719760717762e-06	1.830313727259636	0.3047071630135178	24.0128755569458	0.7537716068327427	0.0707356142811477	0.8527597412467003	0.0007177736733865	7.817900637974162e-06	0.0008775395144766	2.8046963862493612e-06	2.8716263500427885e-05	9.813991255214204e-05	9.444065796060387e-06	2.0544455026083604e-05	6.132310659268113e-06	4.6002552878121605e-07	2.377161365529901e-05	9.253993198399256e-05	False	True	True	True	True	True	True	False	True	True	False	False	True	False
eel	edible	inedible	1.804543286561966	0.0088542576122563	5.756087228655815	0.0218557062908075	1.5104482997685409e-06	1.5104482997685409e-06	2.854269103593202e-26	2.854269103593202e-26	4.7390549262615883e-07	4.7390549262615883e-07	5.1712941378355035	0.0014896940228936	0.027391588082537003	6.981574642850319e-05	4.9070343375205985	0.0028484537324402	3.931667791334803e-06	3.931667791334803e-06	1.1188907256815374e-24	1.1188907256815374e-24	0.0001165582830253	0.0001165582830253	0.0059957354096695	0.0059957354096695	0.0004308485586079	0.0004308485586079	1.6705188343735242e-06	1.6705188343735242e-06	True	True	False	False	False	True	True	True	False	False	False	False	False	False
eel	edible	toxic	1.804543286561966	0.31584966927766805	5.756087228655815	0.053512817248702	1.5104482997685409e-06	1.5104482997685409e-06	2.854269103593202e-26	2.854269103593202e-26	4.7390549262615883e-07	4.7390549262615883e-07	5.1712941378355035	0.1705578411929309	0.027391588082537003	0.0107861043943557	4.9070343375205985	0.5039622075855732	3.931667791334803e-06	3.931667791334803e-06	1.1188907256815374e-24	1.1188907256815374e-24	0.0001165582830253	0.0016235762814176	0.0059957354096695	0.0001723876607684	0.0004308485586079	0.0001895335003609	1.6705188343735242e-06	9.408918231201824e-05	True	True	False	False	False	True	True	True	False	False	False	True	True	False
eel	edible	poisonous	1.804543286561966	1.0716544464230535	5.756087228655815	0.2039361745119094	1.5104482997685409e-06	1.5104482997685409e-06	2.854269103593202e-26	2.854269103593202e-26	4.7390549262615883e-07	4.7390549262615883e-07	5.1712941378355035	1.6619911417365074	0.027391588082537003	0.1160059007816016	4.9070343375205985	2.1358843892812733	3.931667791334803e-06	3.931667791334803e-06	1.1188907256815374e-24	1.1188907256815374e-24	0.0001165582830253	0.0001165582830253	0.0059957354096695	0.0059957354096695	0.0004308485586079	0.0004308485586079	1.6705188343735242e-06	1.6705188343735242e-06	True	True	False	False	False	True	False	True	False	False	False	False	False	False
coral	abundant	scarce	2.4351516738533974	0.3360773436725139	3.09599582105875	0.1243229256942868	4.21516022086621e-07	4.21516022086621e-07	1.2717514868484106e-26	1.2717514868484106e-26	1.4563418249124993e-07	1.4563418249124993e-07	1.0074471123516557	0.4481032490730285	0.4166211932897568	0.0038263402529992	0.1784484600648284	0.020414573373272998	1.686064088346484e-06	1.686064088346484e-06	2.8167982683731017e-24	2.8167982683731017e-24	1.206572477485679e-05	1.206572477485679e-05	0.0001420187231815	0.0001420187231815	5.771972837465e-05	5.771972837465e-05	4.011622423139016e-08	4.011622423139016e-08	True	True	False	False	False	True	True	True	False	False	False	False	False	False
coral	abundant	rare	2.4351516738533974	1.495468057692051	3.09599582105875	1.1170038022100923	4.21516022086621e-07	4.21516022086621e-07	1.2717514868484106e-26	1.2717514868484106e-26	1.4563418249124993e-07	1.4563418249124993e-07	1.0074471123516557	0.5568410269916058	0.4166211932897568	0.2826133044436574	0.1784484600648284	0.0962602207437157	1.686064088346484e-06	1.686064088346484e-06	2.8167982683731017e-24	2.8167982683731017e-24	1.206572477485679e-05	1.206572477485679e-05	0.0001420187231815	0.0001420187231815	5.771972837465e-05	5.771972837465e-05	4.011622423139016e-08	4.011622423139016e-08	True	True	False	False	False	True	True	True	False	False	False	False	False	False
coral	abundant	lacking	2.4351516738533974	0.0238613007240928	3.09599582105875	0.0343943596817553	4.21516022086621e-07	4.21516022086621e-07	1.2717514868484106e-26	1.2717514868484106e-26	1.4563418249124993e-07	1.4563418249124993e-07	1.0074471123516557	0.0102475685707759	0.4166211932897568	0.0035691886296262	0.1784484600648284	0.0028039019525749	1.686064088346484e-06	1.686064088346484e-06	2.8167982683731017e-24	2.8167982683731017e-24	1.206572477485679e-05	1.206572477485679e-05	0.0001420187231815	0.0001420187231815	5.771972837465e-05	5.771972837465e-05	4.011622423139016e-08	4.011622423139016e-08	True	True	False	False	False	True	True	True	False	False	False	False	False	False
towel	warm	cold	0.4274692386388778	1.1004308238625526	1.9747519865632053	1.2770839966833591	9.745362916646627e-06	2.6610715053720927e-05	2.3145570082760972e-05	1.3418693356470612e-05	8.401016202697066e-05	1.6955740989033075e-05	0.3918276168406009	0.5673859268426895	0.9963740594685078	0.6915510632097721	0.4776657093316316	0.3907478880137205	2.396759555267636e-05	1.312101431949486e-05	1.1732486626669925e-05	2.451170466599706e-06	1.1273149880253184e-05	6.157687835184333e-05	9.544986596665694e-05	3.7846859868295724e-06	6.417825915150387e-06	4.4949821642603643e-07	8.606923174170332e-07	3.9636708493162594e-05	False	True	False	True	True	False	True	True	True	True	False	True	True	False
towel	warm	freezing	0.4274692386388778	0.0142867604154162	1.9747519865632053	0.0231364610954187	9.745362916646627e-06	1.0444544118470844e-07	2.3145570082760972e-05	4.2868146157538686e-27	8.401016202697066e-05	1.088503842616717e-07	0.3918276168406009	0.0130123196868225	0.9963740594685078	0.079063035082072	0.4776657093316316	0.0141965996590442	2.396759555267636e-05	2.469262305737629e-06	1.1732486626669925e-05	2.098712341935506e-26	1.1273149880253184e-05	1.1273149880253184e-05	9.544986596665694e-05	9.544986596665694e-05	6.417825915150387e-06	6.417825915150387e-06	8.606923174170332e-07	8.606923174170332e-07	True	True	True	True	True	True	True	True	True	True	False	False	False	False
towel	warm	chilly	0.4274692386388778	0.0089516026491764	1.9747519865632053	0.0305228313663974	9.745362916646627e-06	1.0444544118470844e-07	2.3145570082760972e-05	4.2868146157538686e-27	8.401016202697066e-05	1.088503842616717e-07	0.3918276168406009	0.0141885044286027	0.9963740594685078	0.023727913503534998	0.4776657093316316	0.0144253819598816	2.396759555267636e-05	2.469262305737629e-06	1.1732486626669925e-05	2.098712341935506e-26	1.1273149880253184e-05	1.1273149880253184e-05	9.544986596665694e-05	9.544986596665694e-05	6.417825915150387e-06	6.417825915150387e-06	8.606923174170332e-07	8.606923174170332e-07	True	True	True	True	True	True	True	True	True	True	False	False	False	False
stomach	empty	full	33.628857135772705	4.084057733416556	27.139276266098022	7.828084379434586	0.0002150651653209	0.0004683199676946	0.0002957048764073	0.0004962752427672	0.0002986996832987	0.0007940637260617	4.431571438908577	0.2947724889963865	4.812553897500038	0.469858618453145	1.1737555265426636	0.3505284432321787	0.0003389862513358	0.000135056518502	0.0001019304818328	1.7578169320131565e-05	0.0001512050971541	0.0005156841325515	2.636707847614161e-05	3.742631236036687e-05	4.167755207618029e-05	6.491593467217172e-05	0.0009667854101280682	0.0014195600670063868	True	True	False	False	False	True	True	True	True	True	False	False	False	False
bark	thick	thin	0.9769572876393796	1.4833762310445309	1.7342854291200638	0.9229520335793496	3.487075073138613e-07	2.484746062236809e-05	8.406605364493186e-27	0.0003401295998628	2.8326965217928546e-07	9.528888966769957e-06	1.655077189207077	1.7625633627176285	1.4256952330470083	1.4170767739415169	0.0981850316748023	0.144182052463293	1.2827279682881e-06	5.1363633701839724e-05	2.258925851036513e-24	1.7210555824931362e-05	6.7523835411975605e-06	6.7523835411975605e-06	0.0003939108410122	0.0003939108410122	5.657885271403984e-07	5.657885271403984e-07	1.6385278911457137e-06	1.6385278911457137e-06	False	True	False	False	False	False	True	False	False	False	False	False	False	False
